360
25.0,0.0,255.0,0.2325272411108017,-0.0,0.972589910030365
4.052467346191406,0.0,265.62353515625,0.7184323668479919,-0.0,0.6955968737602234
-5.0,0.0,285.0,1.0,-0.0,-0.0
4.052467346191406,0.0,304.37646484375,0.7184323668479919,-0.0,-0.6955968737602234
25.0,0.0,315.0,-0.0,-0.0,-1.0
45.947540283203125,0.0,304.37646484375,-0.7184321880340576,-0.0,-0.6955969333648682
55.0,0.0,285.0,-0.9762176275253296,-0.0,-0.21679259836673737
55.0,0.0,255.0,-0.7071067690849304,-0.0,0.7071067690849304
245.0,0.0,255.0,0.7071067690849304,-0.0,0.7071067690849304
245.0,0.0,285.0,0.9762178063392639,-0.0,-0.21679213643074036
254.05242919921875,0.0,304.37646484375,0.718432605266571,-0.0,-0.6955966353416443
275.0,0.0,315.0,-6.588952601305209e-07,-0.0,-0.9999999403953552
295.947509765625,0.0,304.37646484375,-0.7184320092201233,-0.0,-0.695597231388092
305.0,0.0,285.0,-1.0,-0.0,-0.0
295.947509765625,0.0,265.62353515625,-0.7184320092201233,-0.0,0.695597231388092
275.0,0.0,255.0,-0.23252767324447632,-0.0,0.9725897908210754
-335.0,0.0,-435.0,0.23252767324447632,-0.0,0.9725897908210754
-355.947509765625,0.0,-424.37646484375,0.7184320092201233,-0.0,0.695597231388092
-365.0,0.0,-405.0,1.0,-0.0,-0.0
-355.947509765625,0.0,-385.62353515625,0.7184320092201233,-0.0,-0.695597231388092
-335.0,0.0,-375.0,0.23252767324447632,-0.0,-0.9725897908210754
-275.0,0.0,-375.0,-0.9462447166442871,-0.0,-0.32345137000083923
-291.18438720703125,0.0,-387.52838134765625,-0.8453746438026428,0.0,0.5341737866401672
-295.0,0.0,-405.0,-1.0,0.0,2.7936172841691587e-07
-291.18438720703125,0.0,-422.4716796875,-0.8453742861747742,0.0,-0.5341744422912598
-275.0,0.0,-435.0,-0.9462451934814453,-0.0,0.3234502971172333
475.0,0.0,-395.0,-0.3826834559440613,-0.0,-0.9238795638084412
475.0,0.0,-435.0,-0.7071067690849304,-0.0,0.7071067690849304
435.0,0.0,-435.0,0.9238795638084412,-0.0,0.3826834559440613
-165.0,0.0,345.0,0.3826834559440613,-0.0,0.9238795638084412
-165.0,0.0,385.0,0.7071067690849304,-0.0,-0.7071067690849304
-125.0,0.0,385.0,-0.9238795638084412,-0.0,-0.3826834559440613
-145.0,0.0,5.0,0.16018196940422058,0.0,-0.9870874881744385
-115.0,0.0,15.0,0.5257311463356018,0.0,-0.8506507873535156
-95.0,0.0,35.0,0.38268333673477173,-0.0,-0.9238795638084412
5.0,0.0,35.0,-0.0,-0.0,-1.0
25.0,0.0,35.0,0.16018196940422058,0.0,-0.9870874881744385
55.0,0.0,45.0,0.5257311463356018,0.0,-0.8506507873535156
75.0,0.0,65.0,0.8506507873535156,0.0,-0.5257311463356018
85.0,0.0,95.0,0.9870874881744385,0.0,-0.16018196940422058
85.0,0.0,160.0,1.0,-0.0,-0.0
85.0,0.0,225.0,0.7071067690849304,-0.0,-0.7071067690849304
150.0,0.0,225.0,-0.0,-0.0,-1.0
215.0,0.0,225.0,-0.7071067690849304,-0.0,-0.7071067690849304
215.0,0.0,185.0,-1.0,0.0,-0.0
215.0,0.0,145.0,-0.9946972727775574,0.0,-0.102846160531044
221.686279296875,0.0,113.01177978515625,-0.8796228170394897,0.0,-0.4756717383861542
243.01177978515625,0.0,91.68630981445312,-0.47567158937454224,0.0,-0.8796229958534241
275.0,0.0,85.0,-0.3313221037387848,-0.0,-0.9435176849365234
295.947509765625,0.0,74.37646484375,-0.7184320092201233,-0.0,-0.695597231388092
305.0,0.0,55.0,-1.0,-0.0,-0.0
295.947509765625,0.0,35.62353515625,-0.7184320092201233,-0.0,0.695597231388092
275.0,0.0,25.0,-0.3313221037387848,-0.0,0.9435176849365234
243.01177978515625,0.0,18.313690185546875,-0.47567158937454224,0.0,0.8796229958534241
221.686279296875,0.0,-3.01177978515625,-0.8796228170394897,0.0,0.4756717383861542
215.0,0.0,-35.0,-1.0,0.0,0.0
221.686279296875,0.0,-66.98822021484375,-0.8796228170394897,0.0,-0.4756717383861542
243.01177978515625,0.0,-88.31369018554688,-0.47567158937454224,0.0,-0.8796229958534241
275.0,0.0,-95.0,-0.3313221037387848,-0.0,-0.9435176849365234
295.947509765625,0.0,-105.62353515625,-0.7184320092201233,-0.0,-0.695597231388092
305.0,0.0,-125.0,-1.0,-0.0,-0.0
295.947509765625,0.0,-144.37646484375,-0.7184320092201233,-0.0,0.695597231388092
275.0,0.0,-155.0,-0.3313221037387848,-0.0,0.9435176849365234
243.01177978515625,0.0,-161.68630981445312,-0.47567158937454224,0.0,0.8796229958534241
221.686279296875,0.0,-183.01177978515625,-0.8796228170394897,0.0,0.4756717383861542
215.0,0.0,-215.0,-1.0,0.0,0.0
221.686279296875,0.0,-246.98822021484375,-0.8796228170394897,0.0,-0.4756717383861542
243.01177978515625,0.0,-268.3136901855469,-0.47567158937454224,0.0,-0.8796229958534241
275.0,0.0,-275.0,-0.3313221037387848,-0.0,-0.9435176849365234
295.947509765625,0.0,-285.62353515625,-0.7184320092201233,-0.0,-0.695597231388092
305.0,0.0,-305.0,-0.97621750831604,-0.0,-0.21679334342479706
305.0,0.0,-345.0,-0.7071067690849304,-0.0,0.7071067690849304
255.0,0.0,-345.0,-0.0,-0.0,1.0
205.0,0.0,-345.0,0.7071067690849304,-0.0,0.7071067690849304
205.0,0.0,-260.0,1.0,-0.0,-0.0
205.0,0.0,-175.0,1.0,-0.0,-0.0
205.0,0.0,-90.0,1.0,-0.0,-0.0
205.0,0.0,-5.0,0.9841488599777222,0.0,0.17734436690807343
193.37228393554688,0.0,26.215606689453125,0.8102716207504272,0.0,0.5860545635223389
170.02023315429688,0.0,44.907501220703125,0.3586813807487488,0.0,0.9334600567817688
137.60845947265625,0.0,46.81230163574219,-0.18153320252895355,0.0,0.9833847880363464
110.52595520019531,0.0,34.5946044921875,-0.5806646943092346,0.0,0.8141428828239441
33.10337829589844,0.0,-47.60186767578125,-0.43972665071487427,-0.0,0.8981316685676575
19.01470947265625,0.0,-48.94847106933594,0.11475282162427902,-0.0,0.9933940768241882
-72.77349090576172,0.0,-17.989639282226562,0.19767718017101288,0.0,0.9802672266960144
-103.59617614746094,0.0,-15.7457275390625,-0.22613534331321716,0.0,0.97409588098526
-132.8203887939453,0.0,-32.82511901855469,-0.7636229395866394,0.0,0.6456624865531921
-145.0,0.0,-65.0,-0.983675479888916,0.0,0.17995141446590424
-145.0,0.0,-155.0,-1.0,0.0,-0.0
-145.0,0.0,-245.0,-0.7071067690849304,0.0,-0.7071067690849304
-70.0,0.0,-245.0,-0.0,-0.0,-1.0
5.0,0.0,-245.0,-0.7071067690849304,-0.0,-0.7071067690849304
5.0,0.0,-295.0,-1.0,0.0,-0.0
5.0,0.0,-345.0,-0.7071067690849304,-0.0,0.7071067690849304
-165.0,0.0,-345.0,-0.0,-0.0,1.0
-335.0,0.0,-345.0,-0.10284657776355743,0.0,0.9946973323822021
-366.98822021484375,0.0,-351.6863098144531,-0.47567158937454224,0.0,0.8796229958534241
-388.313720703125,0.0,-373.01177978515625,-0.8796228170394897,0.0,0.4756717383861542
-395.0,0.0,-405.0,-1.0,0.0,0.0
-388.313720703125,0.0,-436.98822021484375,-0.8796231150627136,0.0,-0.4756714105606079
